English,Bulgarian
butcher,касапин
rod,прът
fears,страхове
fighters,бойци
ranger,рейнджър
rely,разчитам
anyways,както и да е
fixing,Поправяне
Nazi,нацистка
harbor,пристанище
arrangement,подреждане
Sheldon,Шелдън
ideal,идеален
strikes,стачки
kisses,целувки
associate,сътрудник
maximum,максимум
penalty,дузпа
objects,обекти
Stuart,Стюарт
tables,маси
bench,пейка
campus,кампус
transmission,предаване
tortured,измъчван
laser,лазер
slight,лек
survivors,оцелели
climbing,катерене
practical,практичен
privilege,привилегия
flames,пламъци
stuffed,пълнени
examine,изследвам
Egypt,Египет
eternity,вечност
hopeless,безнадежден
arse,дупе
zombie,зомби
dining,хранене
display,дисплей
inspired,вдъхновен
grip,хватка
Dorothy,Дороти
dime,стотинка
burger,бургер
thumb,палец
arrangements,договорености
dough,тесто
significant,значително
insisted,настоя
auto,Автоматичен
ceiling,таван
Connie,Кони
cemetery,гробище
rattling,тракане
targets,цели
Satan,Сатаната
compliment,комплимент
codes,кодове
eyed,с очи
continued,продължи
sayin,казвам
defeated,победен
heels,обувки на токчета
destination,дестинация
strings,струни
arrives,пристига
sucked,изсмукано
senate,сенат
wished,пожелах
broadcast,излъчване
hatch,люк
execution,екзекуция
bold,смел
mole,къртица
hunger,глад
mid,средата
deer,елен
attempted,опит
clubs,клубове
blocked,блокиран
Freddie,Фреди
journalist,журналист
shrink,свиване
reaching,достигане
relations,отношения
contacts,Контакти
retire,пенсионирам
dedicated,посветен
wells,кладенци
mill,мелница
European,европейски
feast,празник
holidays,почивни дни
ally,съюзник
excuses,извинения
mortal,смъртен
kindly,любезно
lick,облизвам
stream,поток
mere,просто
heir,наследник
discipline,дисциплина
sources,източници
application,приложение
Woody,Уди
samurai,самурай
drum,барабан
described,описано
darn,дяволски
waking,събуждане
Frodo,Фродо
backs,гърбове
slice,парче
judging,съдейки
funds,финансови средства
prior,предварителен
consciousness,съзнание
react,реагират
arriving,пристигане
gallery,галерия
struggling,борещ се
planets,планети
abroad,в чужбина
inn,кръчма
Stefan,Стефан
economy,икономика
Scully,Скъли
delta,делта
loses,губи
Romeo,Ромео
we'll,добре
spray,спрей
perspective,перспектива
screech,писък
cows,крави
pub,кръчма
December,декември
ms,Госпожица
claimed,твърдеше
filling,пълнеж
sings,пее
freaked,изплашен
feds,федерални
almighty,всемогъщ
risks,рискове
pounding,удряне
sunset,залез
rolls,ролки
ritual,ритуал
residence,местожителство
accidentally,случайно
armor,броня
faithful,верен
therapist,терапевт
tick,отметка
wrist,китка на ръка
dummy,манекен
nowadays,в днешно време
scheduled,планиран
helpless,безпомощен
bearing,лагер
relative,роднина
rehearsal,репетиция
monkeys,маймуни
hooker,проститутка
reference,справка
